# Input	DiseaseName	DiseaseID	GeneSymbol	GeneID	DiseaseCategories	DiseaseCategories	DirectEvidence	OmimIDs	PubMedIDs
d008107	Liver Failure, Acute	MESH:D017114	GFER	2671	Digestive system disease	Digestive system disease	therapeutic		15968720
d008107	Liver Failure, Acute	MESH:D017114	GPNMB	10457	Digestive system disease	Digestive system disease	marker/mechanism		15763343
d008107	Liver Failure, Acute	MESH:D017114	HGF	3082	Digestive system disease	Digestive system disease	therapeutic		12479984
d008107	Liver Failure, Acute	MESH:D017114	IL1RN	3557	Digestive system disease	Digestive system disease	therapeutic		20644519
d008107	Liver Failure, Acute	MESH:D017114	INHBA	3624	Digestive system disease	Digestive system disease	marker/mechanism		12560755
d008107	Liver Failure, Acute	MESH:D017114	INS	3630	Digestive system disease	Digestive system disease	marker/mechanism		12639207
d008107	Liver Failure, Acute	MESH:D017114	KRT18	3875	Digestive system disease	Digestive system disease	marker/mechanism		20538000
d008107	Liver Failure, Acute	MESH:D017114	KRT8	3856	Digestive system disease	Digestive system disease	marker/mechanism		20538000
d008107	Liver Failure, Acute	MESH:D017114	MAPK8	5599	Digestive system disease	Digestive system disease	marker/mechanism		17185352
d008107	Liver Failure, Acute	MESH:D017114	PANX1	24145	Digestive system disease	Digestive system disease	marker/mechanism		29246445
d008107	Liver Failure, Acute	MESH:D017114	POMC	5443	Digestive system disease	Digestive system disease	therapeutic		15313186
d008107	Liver Failure, Acute	MESH:D017114	SCO1	6341	Digestive system disease	Digestive system disease	marker/mechanism		20864674
d008107	Liver Failure, Acute	MESH:D017114	SERPINC1	462	Digestive system disease	Digestive system disease	marker/mechanism		4089794
d008107	Liver Failure, Acute	MESH:D017114	TNF	7124	Digestive system disease	Digestive system disease	marker/mechanism		19505222
d008107	LIVER FAILURE, INFANTILE, TRANSIENT	OMIM:613070	TRMU	55687	Digestive system disease	Digestive system disease	marker/mechanism	613070	
d008107	Liver Neoplasms	MESH:D008113	A	50518	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		15175105
d008107	Liver Neoplasms	MESH:D008113	ABCB1B	18669	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		27193730
d008107	Liver Neoplasms	MESH:D008113	ABL1	25	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19233941
d008107	Liver Neoplasms	MESH:D008113	ACOT1	641371	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		25058030
d008107	Liver Neoplasms	MESH:D008113	ADAMTS17	170691	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19233941
d008107	Liver Neoplasms	MESH:D008113	AHR	196	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19996281|30346592
d008107	Liver Neoplasms	MESH:D008113	ANXA2	302	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19233941
d008107	Liver Neoplasms	MESH:D008113	ANXA4	307	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19233941
d008107	Liver Neoplasms	MESH:D008113	ANXA7	310	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		25058030
d008107	Liver Neoplasms	MESH:D008113	APC	324	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		27064257
d008107	Liver Neoplasms	MESH:D008113	APCS	325	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		20195826
d008107	Liver Neoplasms	MESH:D008113	ASH1L	55870	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		27064257
d008107	Liver Neoplasms	MESH:D008113	ASNS	440	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28108177
d008107	Liver Neoplasms	MESH:D008113	ATF3	467	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		21159647
d008107	Liver Neoplasms	MESH:D008113	ATP7B	540	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		11509115
d008107	Liver Neoplasms	MESH:D008113	BAP1	8314	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		25231345
d008107	Liver Neoplasms	MESH:D008113	BRAF	673	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		17514646
d008107	Liver Neoplasms	MESH:D008113	BTBD11	121551	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19233941
d008107	Liver Neoplasms	MESH:D008113	C5ORF30	90355	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		30705370
d008107	Liver Neoplasms	MESH:D008113	CCDC134	79879	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19233941
d008107	Liver Neoplasms	MESH:D008113	CCND1	595	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		27064257
d008107	Liver Neoplasms	MESH:D008113	CCNH	902	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		30705370
d008107	Liver Neoplasms	MESH:D008113	CCR4	1233	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19233941
d008107	Liver Neoplasms	MESH:D008113	CDKN1B	1027	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		16391232
d008107	Liver Neoplasms	MESH:D008113	CDKN2A	1029	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		12378512|16317707|27064257
d008107	Liver Neoplasms	MESH:D008113	CGREF1	10669	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28108177
d008107	Liver Neoplasms	MESH:D008113	CHN2	1124	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19233941
d008107	Liver Neoplasms	MESH:D008113	CIDEA	1149	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		25058030|28108177
d008107	Liver Neoplasms	MESH:D008113	CLSTN2	64084	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19233941
d008107	Liver Neoplasms	MESH:D008113	CPT1B	1375	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		25058030
d008107	Liver Neoplasms	MESH:D008113	CRABP1	1381	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19233941
d008107	Liver Neoplasms	MESH:D008113	CSF2	1437	Cancer|Digestive system disease	Cancer|Digestive system disease	therapeutic		17326190
d008107	Liver Neoplasms	MESH:D008113	CSF3	1440	Cancer|Digestive system disease	Cancer|Digestive system disease	therapeutic		9018096
d008107	Liver Neoplasms	MESH:D008113	CTNNB1	1499	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		10467420|21047994
d008107	Liver Neoplasms	MESH:D008113	CYP2E1	1571	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		17093202
d008107	Liver Neoplasms	MESH:D008113	DACT2	168002	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		25058030
d008107	Liver Neoplasms	MESH:D008113	DCD	117159	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		20195826
d008107	Liver Neoplasms	MESH:D008113	DDX54	79039	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19233941
d008107	Liver Neoplasms	MESH:D008113	DICER1	23405	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		24478143
d008107	Liver Neoplasms	MESH:D008113	DPP10	57628	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19233941
d008107	Liver Neoplasms	MESH:D008113	EFNB2	1948	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19233941
d008107	Liver Neoplasms	MESH:D008113	EGLN3	112399	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28108177
d008107	Liver Neoplasms	MESH:D008113	ESM1	11082	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28108177
d008107	Liver Neoplasms	MESH:D008113	ESR1	2099	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		16712894
d008107	Liver Neoplasms	MESH:D008113	EXOSC2	23404	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19233941
d008107	Liver Neoplasms	MESH:D008113	FHIT	2272	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		12112319
d008107	Liver Neoplasms	MESH:D008113	FLCN	201163	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19233941
d008107	Liver Neoplasms	MESH:D008113	FOSB	2354	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		26411935
d008107	Liver Neoplasms	MESH:D008113	FST	10468	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		12203361
d008107	Liver Neoplasms	MESH:D008113	GADL1	339896	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19233941
d008107	Liver Neoplasms	MESH:D008113	GJB1	2705	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		2559087
d008107	Liver Neoplasms	MESH:D008113	GNMT	27232	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		21137059
d008107	Liver Neoplasms	MESH:D008113	GPX2	2877	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28108177
d008107	Liver Neoplasms	MESH:D008113	GPX3	2878	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		20195826
d008107	Liver Neoplasms	MESH:D008113	GRIK2	2898	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		30705370
d008107	Liver Neoplasms	MESH:D008113	GSTM1	2944	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		21214675
d008107	Liver Neoplasms	MESH:D008113	HCFC1	3054	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19255062
d008107	Liver Neoplasms	MESH:D008113	HEBP2	23593	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		25058030
d008107	Liver Neoplasms	MESH:D008113	HERC3	8916	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19233941
d008107	Liver Neoplasms	MESH:D008113	HGF	3082	Cancer|Digestive system disease	Cancer|Digestive system disease	therapeutic		8807143
d008107	Liver Neoplasms	MESH:D008113	HIGD2A	192286	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19233941
d008107	Liver Neoplasms	MESH:D008113	HMOX1	3162	Cancer|Digestive system disease	Cancer|Digestive system disease	therapeutic		17002867
d008107	Liver Neoplasms	MESH:D008113	HRAS	3265	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		10874023|12082015|12127263|16410370|17514646
d008107	Liver Neoplasms	MESH:D008113	HSDL2	84263	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		25058030
d008107	Liver Neoplasms	MESH:D008113	HULC	728655	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		28765279
d008107	Liver Neoplasms	MESH:D008113	IFNA1	3439	Cancer|Digestive system disease	Cancer|Digestive system disease	therapeutic		14633663
d008107	Liver Neoplasms	MESH:D008113	IFT88	8100	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		9362446
d008107	Liver Neoplasms	MESH:D008113	IGF2	3481	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		12127304
d008107	Liver Neoplasms	MESH:D008113	IL12A	3592	Cancer|Digestive system disease	Cancer|Digestive system disease	therapeutic		17326190
d008107	Liver Neoplasms	MESH:D008113	IL12B	3593	Cancer|Digestive system disease	Cancer|Digestive system disease	therapeutic		17326190
d008107	Liver Neoplasms	MESH:D008113	IL2	3558	Cancer|Digestive system disease	Cancer|Digestive system disease	therapeutic		18298334
d008107	Liver Neoplasms	MESH:D008113	ITIH1	3697	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		17114358
d008107	Liver Neoplasms	MESH:D008113	JUN	3725	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		12127263|24183702
d008107	Liver Neoplasms	MESH:D008113	KRAS	3845	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		10629081|12211074
d008107	Liver Neoplasms	MESH:D008113	KRT18	3875	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19409407|19796649
d008107	Liver Neoplasms	MESH:D008113	KRT8	3856	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19409407|19796649
d008107	Liver Neoplasms	MESH:D008113	LARGE1	9215	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19233941
d008107	Liver Neoplasms	MESH:D008113	LINGO2	158038	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19233941
d008107	Liver Neoplasms	MESH:D008113	LTF	4057	Cancer|Digestive system disease	Cancer|Digestive system disease	therapeutic		12079509
d008107	Liver Neoplasms	MESH:D008113	MACROD2	140733	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		27064257
d008107	Liver Neoplasms	MESH:D008113	MALAT1	378938	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		27064257
d008107	Liver Neoplasms	MESH:D008113	MAPK14	1432	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		17468757
d008107	Liver Neoplasms	MESH:D008113	MIR29A	407021	Cancer|Digestive system disease	Cancer|Digestive system disease	therapeutic		21175813
d008107	Liver Neoplasms	MESH:D008113	MYC	4609	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		11532874|8807143
d008107	Liver Neoplasms	MESH:D008113	MYO5B	4645	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		25058030
d008107	Liver Neoplasms	MESH:D008113	NAT2	10	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		19666988
d008107	Liver Neoplasms	MESH:D008113	NCOR1	9611	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		27064257
d008107	Liver Neoplasms	MESH:D008113	NDRG1	10397	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		15341671
d008107	Liver Neoplasms	MESH:D008113	NEAT1	283131	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		27064257
d008107	Liver Neoplasms	MESH:D008113	NFE2L2	4780	Cancer|Digestive system disease	Cancer|Digestive system disease	marker/mechanism		20722399
